level,name,Total population,Population under age 18,Percent under age 18,Population ages 65+,Percent ages 65+,Male population,Percent male,Female population,Percent female,White population,Percent white,Black population,Percent black,Latino population,Percent Latino,Other race population,Percent other race,Foreign-born population,Percent foreign-born,Total households,Owner-occupied households,Homeownership rate,Cost-burdened households,Cost-burden rate,Households with 1+ vehicles,"Percent of households, 1+ vehicles",Adults ages 25+,Adults without high school diploma,"Percent of adults, no high school diploma",Adults with bachelor's or higher,"Percent of adults, bachelor's or higher",Median household income,Poverty status known,Population in poverty,Poverty rate,Low-income population,Low-income rate,"Under 18, poverty status known",Children in poverty,Child poverty rate,Low-income children,Child low-income rate,"Ages 65+, poverty status known",Seniors in poverty,Senior poverty rate,Low-income seniors,Senior low-income rate
4_region,Backus Hospital HSA,116546,23870,0.2,19378,0.17,58710,0.5,57836,0.5,88228,0.76,6437,0.06,11625,0.1,10256,0.09,9016,0.08,46454,32680,0.7,14766,0.32,43568,0.94,83385,7303,0.09,18624,0.22,NA,114447,8851,0.08,26488,0.23,23511,2177,0.09,7083,0.3,18892,1137,0.06,4377,0.23
4_region,Backus Hospital HSA other towns,76526,16016,0.21,12540,0.16,39309,0.51,37217,0.49,64411,0.84,2336,0.03,4101,0.05,5678,0.07,3383,0.04,29531,23713,0.8,8368,0.29,28554,0.97,54778,4080,0.07,13038,0.24,NA,74777,4633,0.06,13820,0.18,15801,1169,0.07,4049,0.26,12228,543,0.04,2217,0.18
4_region,Capitol Region COG,975609,200053,0.21,164598,0.17,478582,0.49,497027,0.51,599865,0.61,116929,0.12,167112,0.17,91703,0.09,143738,0.15,384403,251035,0.65,124606,0.33,348415,0.91,672584,61970,0.09,271615,0.4,NA,941255,103696,0.11,218612,0.23,197617,28076,0.14,58807,0.3,159412,14053,0.09,36465,0.23
4_region,Charlotte Hungerford HSA,100241,18670,0.19,21270,0.21,50888,0.51,49353,0.49,87251,0.87,1921,0.02,6426,0.06,4643,0.05,6762,0.07,40826,30588,0.75,12649,0.32,37734,0.92,74547,4703,0.06,24993,0.34,NA,98806,8799,0.09,19671,0.2,18092,1760,0.1,4218,0.23,20659,1380,0.07,4111,0.2
4_region,Charlotte Hungerford HSA other towns,54459,11065,0.2,11863,0.22,27620,0.51,26839,0.49,49003,0.9,779,0.01,2235,0.04,2442,0.04,2852,0.05,21723,17986,0.83,5938,0.28,20512,0.94,40040,1537,0.04,16848,0.42,NA,53958,2920,0.05,7041,0.13,10883,685,0.06,1312,0.12,11641,442,0.04,1870,0.16
4_region,Eastern Connecticut Health Network,223638,46249,0.21,34330,0.15,111488,0.5,112150,0.5,138023,0.62,24071,0.11,35644,0.16,25900,0.12,31426,0.14,90713,58410,0.64,28509,0.32,84815,0.93,155908,10975,0.07,59583,0.38,NA,221751,22069,0.1,51826,0.23,45462,5469,0.12,13601,0.3,33402,2843,0.09,7302,0.22
4_region,Eastern Connecticut Health Network other towns,83213,17776,0.21,13705,0.16,42140,0.51,41073,0.49,67024,0.81,1634,0.02,4231,0.05,10324,0.12,8744,0.11,32419,26446,0.82,7355,0.23,31499,0.97,57728,1775,0.03,28928,0.5,NA,82850,5423,0.07,10380,0.13,17548,1329,0.08,2142,0.12,13580,465,0.03,1677,0.12
4_region,Eastern cities,130771,24637,0.19,20435,0.16,66315,0.51,64456,0.49,74890,0.57,11004,0.08,31819,0.24,13058,0.1,16559,0.13,52966,25347,0.48,19793,0.38,46489,0.88,85916,9522,0.11,22835,0.27,NA,120257,18456,0.15,42331,0.35,24271,5624,0.23,11957,0.49,19494,1767,0.09,5441,0.28
4_region,Greater Bridgeport,325985,74671,0.23,48595,0.15,158157,0.49,167828,0.51,158107,0.49,61475,0.19,82130,0.25,24273,0.07,71374,0.22,115462,74947,0.65,47951,0.42,102967,0.89,215837,28451,0.13,83495,0.39,NA,316642,43285,0.14,87536,0.28,73893,14055,0.19,26789,0.36,47209,4723,0.1,11673,0.25
4_region,Greater Bridgeport COG,325985,74671,0.23,48595,0.15,158157,0.49,167828,0.51,158107,0.49,61475,0.19,82130,0.25,24273,0.07,71374,0.22,115462,74947,0.65,47951,0.42,102967,0.89,215837,28451,0.13,83495,0.39,NA,316642,43285,0.14,87536,0.28,73893,14055,0.19,26789,0.36,47209,4723,0.1,11673,0.25
4_region,Greater Danbury,267618,56961,0.21,48910,0.18,131624,0.49,135994,0.51,196663,0.73,11039,0.04,37937,0.14,21979,0.08,46578,0.17,100191,76102,0.76,34862,0.35,95486,0.95,188390,14869,0.08,88844,0.47,NA,262471,16825,0.06,46400,0.18,56254,4387,0.08,13122,0.23,47625,3073,0.06,8121,0.17
4_region,Greater Danbury other towns,153347,34008,0.22,31563,0.21,75549,0.49,77798,0.51,129788,0.85,3103,0.02,9809,0.06,10647,0.07,16218,0.11,57347,48992,0.85,18016,0.32,55296,0.96,108226,4178,0.04,60299,0.56,NA,151813,6090,0.04,18774,0.12,33683,1192,0.04,4879,0.14,30865,1860,0.06,4604,0.15
4_region,Greater Hartford,975609,200053,0.21,164598,0.17,478582,0.49,497027,0.51,599865,0.61,116929,0.12,167112,0.17,91703,0.09,143738,0.15,384403,251035,0.65,124606,0.33,348415,0.91,672584,61970,0.09,271615,0.4,NA,941255,103696,0.11,218612,0.23,197617,28076,0.14,58807,0.3,159412,14053,0.09,36465,0.23
4_region,Greater New Haven,465488,92865,0.2,78839,0.17,223372,0.48,242116,0.52,273462,0.59,75327,0.16,78103,0.17,38596,0.08,64478,0.14,177829,105619,0.59,65657,0.38,157146,0.88,319914,25883,0.08,135412,0.42,NA,446172,51746,0.12,112210,0.25,91787,13718,0.15,30044,0.33,76632,5613,0.07,16462,0.21
4_region,Greater Norwalk,167388,38924,0.23,26186,0.16,82728,0.49,84660,0.51,110053,0.66,11610,0.07,30411,0.18,15314,0.09,36399,0.22,61687,43241,0.7,22766,0.38,59079,0.96,115956,8874,0.08,68334,0.59,NA,166317,10802,0.06,25598,0.15,38517,2601,0.07,6618,0.17,25698,1581,0.06,4081,0.16
4_region,Greater Norwalk other towns,76567,21310,0.28,12093,0.16,37490,0.49,39077,0.51,63569,0.83,826,0.01,4154,0.05,8018,0.1,10772,0.14,26118,22936,0.88,8429,0.33,25732,0.99,49720,975,0.02,38993,0.78,NA,76064,2011,0.03,4746,0.06,21190,408,0.02,1008,0.05,11862,395,0.03,1057,0.09
4_region,Greater Waterbury,339212,70678,0.21,63805,0.19,168754,0.5,170458,0.5,233498,0.69,26655,0.08,58834,0.17,20225,0.06,41166,0.12,132298,91917,0.69,43310,0.34,120847,0.91,240991,23448,0.1,83739,0.35,NA,333467,34012,0.1,75850,0.23,69606,10315,0.15,21130,0.3,62132,3932,0.06,12769,0.21
4_region,Hartford Foundation,759548,157954,0.21,128946,0.17,372956,0.49,386592,0.51,451211,0.59,105016,0.14,127337,0.17,75984,0.1,116750,0.15,302137,198225,0.66,97663,0.33,272887,0.9,533753,47294,0.09,226146,0.42,NA,740843,78830,0.11,165230,0.22,156179,21094,0.14,43504,0.28,124583,11506,0.09,28261,0.23
4_region,Hartford Foundation other towns,637986,129604,0.2,114989,0.18,314690,0.49,323296,0.51,433368,0.68,63577,0.1,72082,0.11,68959,0.11,90812,0.14,255258,186264,0.73,73841,0.3,239825,0.94,457552,27396,0.06,213449,0.47,NA,626185,46228,0.07,105406,0.17,128292,10613,0.08,25043,0.2,111001,7930,0.07,21559,0.19
4_region,Hartford Hospital HSA,505569,105174,0.21,82524,0.16,247028,0.49,258541,0.51,246668,0.49,96311,0.19,111113,0.22,51477,0.1,89799,0.18,201673,120479,0.6,71269,0.36,176643,0.88,352391,39414,0.11,129847,0.37,NA,492689,63683,0.13,132930,0.27,103930,18262,0.18,36909,0.36,79815,9001,0.11,21158,0.27
4_region,Hartford Hospital HSA other towns,384007,76824,0.2,68567,0.18,188762,0.49,195245,0.51,228825,0.6,54872,0.14,55858,0.15,44452,0.12,63861,0.17,154794,108518,0.7,47447,0.31,143581,0.93,276190,19516,0.07,117150,0.42,NA,378031,31081,0.08,73106,0.19,76043,7781,0.1,18448,0.24,66233,5425,0.08,14456,0.22
4_region,Hartford Inner Ring,426279,83151,0.2,76816,0.18,209215,0.49,217064,0.51,265649,0.62,56503,0.13,60142,0.14,43985,0.1,66621,0.16,175093,119771,0.68,54851,0.32,162633,0.93,307189,22959,0.07,123022,0.4,NA,420005,35284,0.08,85435,0.2,82294,8371,0.1,21403,0.26,74295,6252,0.08,16573,0.22
4_region,Hartford Outer Ring,353746,71046,0.2,63947,0.18,175989,0.5,177757,0.5,288137,0.81,9821,0.03,20073,0.06,35715,0.1,37403,0.11,134170,107649,0.8,34288,0.26,128939,0.96,242295,10637,0.04,126645,0.52,NA,335102,21134,0.06,43869,0.13,70129,4154,0.06,8631,0.12,62130,3163,0.05,9854,0.16
4_region,Health Improvement Collaborative of Southeastern Connecticut area,153457,29276,0.19,29736,0.19,77076,0.5,76381,0.5,110759,0.72,7810,0.05,19044,0.12,15844,0.1,14254,0.09,63119,40715,0.65,19854,0.32,58801,0.93,107041,6398,0.06,43727,0.41,NA,144337,13847,0.1,31670,0.22,28978,4518,0.16,9128,0.31,28613,1646,0.06,5260,0.18
4_region,Health Improvement Collaborative of Southeastern Connecticut area other towns,125872,24459,0.19,26063,0.21,63273,0.5,62599,0.5,98344,0.78,4184,0.03,9725,0.08,13619,0.11,9171,0.07,51981,36443,0.7,15048,0.29,49713,0.96,89936,4087,0.05,39241,0.44,NA,120645,8084,0.07,21390,0.18,24222,2631,0.11,6167,0.25,25115,1202,0.05,4032,0.16
4_region,Hospital of Central Connecticut HSA,262575,54666,0.21,46507,0.18,127593,0.49,134982,0.51,178081,0.68,15372,0.06,51584,0.2,17538,0.07,34767,0.13,104890,69187,0.66,33537,0.33,96304,0.92,184035,18997,0.1,57067,0.31,NA,258570,26921,0.1,61853,0.24,54100,8555,0.16,19065,0.35,45278,3217,0.07,10514,0.23
4_region,Hospital of Central Connecticut HSA other towns,188553,37160,0.2,36629,0.19,92481,0.49,96072,0.51,149845,0.79,6206,0.03,19942,0.11,12560,0.07,20991,0.11,76629,57533,0.75,21892,0.29,72523,0.95,137136,10521,0.08,47816,0.35,NA,187080,12245,0.07,32369,0.17,36793,3485,0.09,8753,0.24,35873,2155,0.06,7178,0.2
4_region,Lower Connecticut River Valley COG,174580,30747,0.18,36218,0.21,85949,0.49,88631,0.51,144194,0.83,7822,0.04,11428,0.07,11136,0.06,13651,0.08,72251,53952,0.75,21926,0.31,68788,0.95,128772,6356,0.05,56937,0.44,NA,169530,10649,0.06,27294,0.16,30530,1976,0.06,5518,0.18,34967,2088,0.06,6283,0.18
4_region,Lower Naugatuck Valley,139364,26234,0.19,26177,0.19,68317,0.49,71047,0.51,105986,0.76,7054,0.05,17508,0.13,8816,0.06,17026,0.12,55858,40959,0.73,17833,0.32,52346,0.94,102850,7521,0.07,35408,0.34,NA,138235,9077,0.07,24948,0.18,26056,2060,0.08,6026,0.23,25304,1871,0.07,5246,0.21
4_region,MidState Medical Center HSA,177458,34440,0.19,33293,0.19,86133,0.49,91325,0.51,126066,0.71,7848,0.04,31182,0.18,12362,0.07,19479,0.11,70529,51200,0.73,20307,0.29,65303,0.93,129232,12419,0.1,46267,0.36,NA,173194,13924,0.08,33551,0.19,34132,4056,0.12,9533,0.28,31879,2286,0.07,6807,0.21
4_region,MidState Medical Center HSA other towns,116668,22064,0.19,24114,0.21,56993,0.49,59675,0.51,95740,0.82,2639,0.02,9535,0.08,8754,0.08,12799,0.11,45338,36508,0.81,11274,0.25,43106,0.95,86262,5997,0.07,37577,0.44,NA,113106,5745,0.05,13847,0.12,21822,1453,0.07,3201,0.15,23233,1428,0.06,4223,0.18
4_region,Natchaug Hospital HSA,81038,12359,0.15,11426,0.14,39851,0.49,41187,0.51,59857,0.74,2135,0.03,12880,0.16,6166,0.08,6270,0.08,27361,17727,0.65,9062,0.35,25122,0.92,44505,4031,0.09,15686,0.35,NA,65338,10499,0.16,20326,0.31,12111,2141,0.18,4352,0.36,11088,730,0.07,2355,0.21
4_region,Natchaug Hospital HSA other towns,56558,7756,0.14,8107,0.14,28138,0.5,28420,0.5,47125,0.83,1154,0.02,2967,0.05,5312,0.09,4199,0.07,18499,13815,0.75,5544,0.31,17566,0.95,29857,1582,0.05,12800,0.43,NA,44192,5254,0.12,10089,0.23,7543,551,0.07,1317,0.17,8022,381,0.05,1493,0.19
4_region,Naugatuck Valley COG,450204,91889,0.2,83063,0.18,221631,0.49,228573,0.51,310547,0.69,33463,0.07,79019,0.18,27175,0.06,52986,0.12,178251,121396,0.68,58991,0.34,162522,0.91,322071,31240,0.1,103968,0.32,NA,443361,44074,0.1,102274,0.23,90578,13104,0.14,28369,0.31,80511,5865,0.07,17706,0.22
4_region,New Haven Inner Ring,144732,27588,0.19,23046,0.16,69112,0.48,75620,0.52,78282,0.54,27566,0.19,27001,0.19,11883,0.08,22695,0.16,53508,32219,0.6,19573,0.38,48676,0.91,97549,8468,0.09,32950,0.34,NA,135298,13555,0.1,32115,0.24,27223,3294,0.12,8572,0.31,22225,1453,0.07,4551,0.2
4_region,New Haven Outer Ring,186882,35346,0.19,41718,0.22,91720,0.49,95162,0.51,156700,0.84,4836,0.03,10495,0.06,14851,0.08,18544,0.1,74057,59323,0.8,22209,0.31,71354,0.96,138559,5212,0.04,71897,0.52,NA,185542,7374,0.04,20974,0.11,35102,1175,0.03,3554,0.1,40790,1797,0.04,5883,0.14
4_region,North Central DMHAS,1008086,210882,0.21,171214,0.17,493905,0.49,514181,0.51,621422,0.62,119145,0.12,176438,0.18,91081,0.09,145490,0.14,401001,262509,0.65,129823,0.33,363763,0.91,706546,65286,0.09,278102,0.39,NA,985326,104662,0.11,226057,0.23,208415,29642,0.14,62842,0.3,165664,14570,0.09,38042,0.23
4_region,Northeastern COG,95509,19096,0.2,16693,0.17,47995,0.5,47514,0.5,84872,0.89,1253,0.01,4750,0.05,4634,0.05,3367,0.04,38029,28707,0.75,10748,0.29,36104,0.95,69879,6339,0.09,17815,0.25,NA,93918,7607,0.08,18414,0.2,18808,1882,0.1,4724,0.25,16152,1175,0.07,3731,0.23
4_region,Northwest Hills COG,112277,20701,0.18,24748,0.22,57114,0.51,55163,0.49,98108,0.87,1720,0.02,6776,0.06,5673,0.05,7942,0.07,45233,34340,0.76,13439,0.3,42416,0.94,83833,5358,0.06,30435,0.36,NA,110450,9576,0.09,21534,0.19,20043,2054,0.1,4775,0.24,24115,1404,0.06,4268,0.18
4_region,Other New Haven County cities,105218,20008,0.19,18489,0.18,50055,0.48,55163,0.52,65493,0.62,5731,0.05,27400,0.26,6594,0.06,12173,0.12,43471,28035,0.64,13956,0.33,39259,0.9,76844,8974,0.12,21171,0.28,NA,103649,10982,0.11,25404,0.25,19935,3213,0.16,7422,0.37,17358,1605,0.09,4562,0.26
4_region,Sharon Hospital HSA,20030,3353,0.17,5458,0.27,10253,0.51,9777,0.49,17627,0.88,181,0.01,998,0.05,1224,0.06,1588,0.08,8156,6262,0.77,2311,0.29,7686,0.94,15394,924,0.06,7189,0.47,NA,19496,1675,0.09,3447,0.18,3236,497,0.15,753,0.23,5270,113,0.02,665,0.13
4_region,South Central COG,570706,112873,0.2,97328,0.17,273427,0.48,297279,0.52,338955,0.59,81058,0.14,105503,0.18,45190,0.08,76651,0.13,221300,133654,0.6,79613,0.37,196405,0.89,396758,34857,0.09,156583,0.39,NA,549821,62728,0.11,137614,0.25,111722,16931,0.15,37466,0.34,93990,7218,0.08,21024,0.22
4_region,South Central DMHAS,824281,157952,0.19,148766,0.18,396425,0.48,427856,0.52,540435,0.66,93232,0.11,128943,0.16,61671,0.07,100365,0.12,325781,210212,0.65,112973,0.36,294932,0.91,584524,46011,0.08,231777,0.4,NA,797553,80125,0.1,181783,0.23,156505,20453,0.13,47069,0.3,143526,10703,0.07,30910,0.22
4_region,Southeastern COG,281045,54895,0.2,49842,0.18,140949,0.5,140096,0.5,200610,0.71,14885,0.05,40201,0.14,25349,0.09,24706,0.09,113239,73358,0.65,36307,0.33,105066,0.93,195376,15290,0.08,64078,0.33,NA,266522,27119,0.1,66001,0.25,54268,8202,0.15,18364,0.34,47993,2949,0.06,10332,0.22
4_region,Southeastern DMHAS,436038,82289,0.19,75722,0.17,218794,0.5,217244,0.5,334938,0.77,17400,0.04,47921,0.11,35779,0.08,32918,0.08,171339,116395,0.68,53050,0.32,160218,0.94,296893,23066,0.08,96978,0.33,NA,407466,40617,0.1,95161,0.23,81068,10621,0.13,24314,0.3,73247,4591,0.06,15585,0.21
4_region,Southwestern DMHAS,713133,163611,0.23,108980,0.15,348428,0.49,364705,0.51,398111,0.56,91542,0.13,159407,0.22,64073,0.09,167216,0.23,259324,165182,0.64,102288,0.4,238220,0.92,484337,49815,0.1,243817,0.5,NA,701365,70876,0.1,155589,0.22,162110,21434,0.13,45588,0.28,106255,8747,0.08,22080,0.21
4_region,St. Vincent's Medical Center HSA,378293,83816,0.22,58990,0.16,183836,0.49,194457,0.51,200828,0.53,62540,0.17,86180,0.23,28745,0.08,77153,0.2,136772,91137,0.67,54793,0.41,123450,0.9,255192,30333,0.12,101860,0.4,NA,368547,45408,0.12,93721,0.25,82968,14366,0.17,27755,0.33,57320,5187,0.09,13110,0.23
4_region,St. Vincent's Medical Center HSA other towns,229764,49738,0.22,41078,0.18,112608,0.49,117156,0.51,173610,0.76,14806,0.06,24263,0.11,17085,0.07,30410,0.13,83858,68546,0.82,27942,0.34,80461,0.96,158667,8700,0.05,82460,0.52,NA,223963,11831,0.05,28970,0.13,49161,2591,0.05,6798,0.14,39950,1977,0.05,5905,0.15
4_region,Stamford Hospital HSA,156305,33275,0.21,23514,0.15,76676,0.49,79629,0.51,83641,0.54,16929,0.11,38525,0.25,17210,0.11,45673,0.29,59555,31814,0.53,24121,0.41,54490,0.91,109831,10822,0.1,61853,0.56,NA,155378,13575,0.09,34238,0.22,32987,3927,0.12,9709,0.29,23002,1964,0.09,5275,0.23
4_region,Western COG,619415,139566,0.23,99094,0.16,305056,0.49,314359,0.51,405590,0.65,40551,0.07,113146,0.18,60128,0.1,139805,0.23,229156,154114,0.67,84445,0.38,216467,0.94,430027,35160,0.08,235040,0.55,NA,612195,42742,0.07,110118,0.18,138202,11581,0.08,31216,0.23,96654,6449,0.07,16782,0.17
4_region,Western DMHAS,623792,129757,0.21,115497,0.19,311308,0.5,312484,0.5,445942,0.71,37837,0.06,97356,0.16,42657,0.07,88231,0.14,239879,171205,0.71,79892,0.34,222017,0.93,442837,40843,0.09,169292,0.38,NA,611984,55196,0.09,130807,0.21,127563,15711,0.12,36215,0.28,112311,7313,0.07,21647,0.19
4_region,Windham Hospital HSA,81038,12359,0.15,11426,0.14,39851,0.49,41187,0.51,59857,0.74,2135,0.03,12880,0.16,6166,0.08,6270,0.08,27361,17727,0.65,9062,0.35,25122,0.92,44505,4031,0.09,15686,0.35,NA,65338,10499,0.16,20326,0.31,12111,2141,0.18,4352,0.36,11088,730,0.07,2355,0.21
4_region,Windham Hospital HSA other towns,56558,7756,0.14,8107,0.14,28138,0.5,28420,0.5,47125,0.83,1154,0.02,2967,0.05,5312,0.09,4199,0.07,18499,13815,0.75,5544,0.31,17566,0.95,29857,1582,0.05,12800,0.43,NA,44192,5254,0.12,10089,0.23,7543,551,0.07,1317,0.17,8022,381,0.05,1493,0.19
6_town,Bethel,20287,4934,0.24,2829,0.14,10095,0.5,10192,0.5,14878,0.73,1097,0.05,1514,0.07,2798,0.14,3963,0.2,7207,5646,0.78,2655,0.37,6842,0.95,13576,925,0.07,6086,0.45,101481,20093,768,0.04,4196,0.21,4888,166,0.03,1560,0.32,2681,168,0.06,464,0.17
6_town,Bridgeport,148529,34078,0.23,17912,0.12,71228,0.48,77301,0.52,27218,0.18,47734,0.32,61917,0.42,11660,0.08,46743,0.31,52914,22591,0.43,26851,0.52,42989,0.81,96525,21633,0.22,19400,0.2,50597,144584,33577,0.23,64751,0.45,33807,11775,0.35,20957,0.62,17370,3210,0.18,7205,0.41
6_town,Brookfield,17428,3917,0.22,3380,0.19,8533,0.49,8895,0.51,14509,0.83,490,0.03,1125,0.06,1304,0.07,2241,0.13,6330,5498,0.87,1970,0.31,6171,0.97,12235,482,0.04,6348,0.52,128606,17324,814,0.05,1739,0.1,3848,200,0.05,396,0.1,3345,168,0.05,329,0.1
6_town,Danbury,86197,16912,0.2,12979,0.15,42872,0.5,43325,0.5,43701,0.51,7267,0.08,25553,0.3,9676,0.11,27699,0.32,32188,18656,0.58,13094,0.41,29716,0.92,60226,9754,0.16,20560,0.34,74600,82893,8752,0.11,23208,0.28,16631,2740,0.16,7047,0.42,12557,1031,0.08,2888,0.23
6_town,Darien,21485,6873,0.32,2849,0.13,10663,0.5,10822,0.5,18221,0.85,169,0.01,1051,0.05,2044,0.1,2443,0.11,6978,6004,0.86,2034,0.29,6842,0.98,13172,240,0.02,11288,0.86,250001,21485,1041,0.05,1510,0.07,6873,291,0.04,411,0.06,2849,84,0.03,227,0.08
6_town,Easton,7602,1785,0.23,1419,0.19,3833,0.5,3769,0.5,6593,0.87,244,0.03,223,0.03,542,0.07,681,0.09,2719,2276,0.84,743,0.28,2698,0.99,5340,112,0.02,3805,0.71,165469,7591,487,0.06,595,0.08,1774,196,0.11,209,0.12,1419,32,0.02,67,0.05
6_town,Fairfield,61737,14345,0.23,9632,0.16,29764,0.48,31973,0.52,51906,0.84,1225,0.02,4425,0.07,4181,0.07,7892,0.13,21086,17486,0.83,6718,0.32,20579,0.98,39181,1647,0.04,26996,0.69,149641,56955,3240,0.06,7559,0.13,14019,364,0.03,1607,0.11,9112,441,0.05,1461,0.16
6_town,Greenwich,63455,16741,0.26,10685,0.17,30867,0.49,32588,0.51,46310,0.73,1528,0.02,8341,0.13,7276,0.11,13770,0.22,22620,15180,0.67,7450,0.34,21684,0.96,42713,1668,0.04,30135,0.71,180447,63028,3214,0.05,8217,0.13,16713,851,0.05,2472,0.15,10346,479,0.05,1051,0.1
6_town,Monroe,18927,4863,0.26,2815,0.15,9706,0.51,9221,0.49,14912,0.79,640,0.03,1659,0.09,1716,0.09,2104,0.11,6274,5771,0.92,2032,0.33,6046,0.96,12466,490,0.04,6245,0.5,127995,18927,614,0.03,1592,0.08,4863,205,0.04,399,0.08,2815,7,0,348,0.12
6_town,New Canaan,20574,5855,0.28,3056,0.15,9307,0.45,11267,0.55,17615,0.86,142,0.01,1064,0.05,1753,0.09,2625,0.13,6917,5619,0.81,2277,0.34,6776,0.98,12929,203,0.02,10362,0.8,214977,20501,538,0.03,1351,0.07,5855,63,0.01,354,0.06,3023,148,0.05,267,0.09
6_town,New Fairfield,13640,3401,0.25,2330,0.17,6736,0.49,6904,0.51,11605,0.85,61,0,1018,0.07,956,0.07,1034,0.08,4503,4213,0.94,1402,0.31,4469,0.99,8738,376,0.04,3975,0.45,129718,13547,581,0.04,1736,0.13,3308,130,0.04,476,0.14,2330,114,0.05,322,0.14
6_town,Newtown,27388,5970,0.22,4613,0.17,13845,0.51,13543,0.49,23679,0.86,474,0.02,1877,0.07,1358,0.05,2052,0.07,9655,8718,0.9,2691,0.28,9396,0.97,19028,773,0.04,10162,0.53,133991,26840,920,0.03,2468,0.09,5919,226,0.04,514,0.09,4495,218,0.05,563,0.13
6_town,Norwalk,90821,17614,0.19,14093,0.16,45238,0.5,45583,0.5,46484,0.51,10784,0.12,26257,0.29,7296,0.08,25627,0.28,35569,20305,0.57,14337,0.41,33347,0.94,66236,7899,0.12,29341,0.44,91434,90253,8791,0.1,20852,0.23,17327,2193,0.13,5610,0.32,13836,1186,0.09,3024,0.22
6_town,Redding,8831,1934,0.22,2018,0.23,4402,0.5,4429,0.5,7553,0.86,16,0,627,0.07,635,0.07,815,0.09,3341,2846,0.85,1078,0.34,3215,0.96,6314,100,0.02,4501,0.71,140475,8705,369,0.04,973,0.11,1934,80,0.04,190,0.1,1904,168,0.09,311,0.16
6_town,Ridgefield,25053,6712,0.27,4671,0.19,12283,0.49,12770,0.51,21736,0.87,379,0.02,1290,0.05,1648,0.07,3139,0.13,9125,7817,0.86,2952,0.33,8814,0.97,17156,322,0.02,12532,0.73,160258,24936,844,0.03,2922,0.12,6712,187,0.03,978,0.15,4572,333,0.07,755,0.17
6_town,Shelton,40944,6986,0.17,8671,0.21,19382,0.47,21562,0.53,32889,0.8,963,0.02,3705,0.09,3387,0.08,5142,0.13,16204,12862,0.79,4897,0.31,15317,0.95,30521,1589,0.05,12649,0.41,103647,40506,2421,0.06,5903,0.15,6965,487,0.07,1043,0.15,8281,470,0.06,1598,0.19
6_town,Sherman,3545,551,0.16,914,0.26,1872,0.53,1673,0.47,3031,0.86,20,0.01,224,0.06,270,0.08,247,0.07,1566,1394,0.89,348,0.23,1400,0.89,2831,89,0.03,1699,0.6,123889,3545,63,0.02,281,0.08,551,0,0,37,0.07,914,39,0.04,92,0.1
6_town,Stamford,134820,26402,0.2,20665,0.15,66013,0.49,68807,0.51,65420,0.49,16760,0.12,37474,0.28,15166,0.11,43230,0.32,52577,25810,0.49,22087,0.43,47648,0.91,96659,10582,0.11,50565,0.52,99791,133893,12534,0.09,32728,0.24,26114,3636,0.14,9298,0.36,20153,1880,0.09,5048,0.25
6_town,Stratford,52360,10051,0.19,10305,0.2,24896,0.48,27464,0.52,29465,0.56,10308,0.2,10541,0.2,2046,0.04,7802,0.15,20187,16014,0.79,7740,0.39,18785,0.93,37638,3388,0.09,12826,0.34,86113,51962,3763,0.07,9754,0.19,9929,989,0.1,2726,0.27,10092,823,0.08,1874,0.19
6_town,Trumbull,36830,9549,0.26,6512,0.18,18730,0.51,18100,0.49,28013,0.76,1324,0.04,3365,0.09,4128,0.11,6152,0.17,12282,10809,0.88,3867,0.32,11870,0.97,24687,1181,0.05,14223,0.58,138801,36623,1604,0.04,3285,0.09,9501,526,0.06,891,0.09,6401,210,0.03,718,0.11
6_town,Weston,10339,2920,0.28,1510,0.15,5121,0.5,5218,0.5,8309,0.8,257,0.02,535,0.05,1238,0.12,1409,0.14,3525,3418,0.97,1451,0.42,3509,1,6792,97,0.01,5357,0.79,204792,10339,227,0.02,644,0.06,2920,34,0.01,159,0.05,1510,35,0.02,89,0.06
6_town,Westport,27168,7454,0.27,4589,0.17,13605,0.5,13563,0.5,22699,0.84,252,0.01,1775,0.07,2442,0.09,4049,0.15,9478,8337,0.88,2739,0.29,9333,0.98,17935,451,0.03,14210,0.79,236892,26965,868,0.03,1701,0.06,7356,197,0.03,298,0.04,4541,173,0.04,437,0.1
